,Unnamed: 0_x,date,journey,start_quadkey,end_quadkey,n_crisis,Unnamed: 0_y,quadkey,GID_0,NAME_0,GID_1,NAME_1,GID_2,NAME_2,GID_3,NAME_3
434,434,2020-03-19,031133223330_031133232223,031133223330,031133232223,18.114237993738328,636,031133223330,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
435,435,2020-03-19,031133223330_031133232230,031133223330,031133232230,17.20852609405141,636,031133223330,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
436,436,2020-03-19,031133223330_031133232232,031133223330,031133232232,13.585678495303744,636,031133223330,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
437,437,2020-03-19,031133223330_031133233211,031133223330,031133233211,3.396419623825936,636,031133223330,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
438,438,2020-03-19,031133223330_031311001011,031133223330,031311001011,2.7171356990607487,636,031133223330,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
439,439,2020-03-19,031133223330_031311001021,031133223330,031311001021,3.8492755736693938,636,031133223330,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
440,440,2020-03-19,031133223330_031311001030,031133223330,031311001030,2.7171356990607487,636,031133223330,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
441,441,2020-03-19,031133223330_031311001033,031133223330,031311001033,4.528559498434582,636,031133223330,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
442,442,2020-03-19,031133223330_031311001102,031133223330,031311001102,2.264279749217291,636,031133223330,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
443,443,2020-03-19,031133223330_031311001110,031133223330,031311001110,2.7171356990607487,636,031133223330,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
444,444,2020-03-19,031133223330_031311001111,031133223330,031311001111,6.3399832978084145,636,031133223330,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
445,445,2020-03-19,031133223330_031311001122,031133223330,031311001122,8.604263047025706,636,031133223330,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
446,446,2020-03-19,031133223330_031311001231,031133223330,031311001231,3.169991648904208,636,031133223330,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
447,447,2020-03-19,031133223330_031311010000,031133223330,031311010000,18.793521918503515,636,031133223330,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
448,448,2020-03-19,031133223330_031311010001,031133223330,031311010001,4.0757035485911235,636,031133223330,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
449,449,2020-03-19,031133223330_031311010010,031133223330,031311010010,5.207843423199769,636,031133223330,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
450,450,2020-03-19,031133223330_031311010011,031133223330,031311010011,2.943563673982478,636,031133223330,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
451,451,2020-03-19,031133223331_031133223032,031133223331,031133223032,3.4385339885913497,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
452,452,2020-03-19,031133223331_031133223033,031133223331,031133223033,7.6411866413141105,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
453,453,2020-03-19,031133223331_031133223122,031133223331,031133223122,3.0564746565256438,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
454,454,2020-03-19,031133223331_031133223201,031133223331,031133223201,16.810610610891043,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
455,455,2020-03-19,031133223331_031133223202,031133223331,031133223202,2.292355992394233,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
456,456,2020-03-19,031133223331_031133223211,031133223331,031133223211,5.157800982887025,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
457,457,2020-03-19,031133223331_031133223212,031133223331,031133223212,2.1013263263613804,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
458,458,2020-03-19,031133223331_031133223213,031133223331,031133223213,4.011622986689908,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
459,459,2020-03-19,031133223331_031133223231,031133223331,031133223231,2.6744153244599387,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
460,460,2020-03-19,031133223331_031133223233,031133223331,031133223233,2.1013263263613804,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
461,461,2020-03-19,031133223331_031133223300,031133223331,031133223300,10.124572299741196,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
462,462,2020-03-19,031133223331_031133223301,031133223331,031133223301,7.259127309248406,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
463,463,2020-03-19,031133223331_031133223302,031133223331,031133223302,7.6411866413141105,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
464,464,2020-03-19,031133223331_031133223303,031133223331,031133223303,56.73581081175727,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
465,465,2020-03-19,031133223331_031133223310,031133223331,031133223310,23.49664892204089,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
466,466,2020-03-19,031133223331_031133223312,031133223331,031133223312,187.40010237822847,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
467,467,2020-03-19,031133223331_031133223313,031133223331,031133223313,226.37015424893056,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
468,468,2020-03-19,031133223331_031133223320,031133223331,031133223320,37.823873874504855,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
469,469,2020-03-19,031133223331_031133223321,031133223331,031133223321,104.49322731997046,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
470,470,2020-03-19,031133223331_031133223322,031133223331,031133223322,5.730889980985582,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
471,471,2020-03-19,031133223331_031133223323,031133223331,031133223323,31.137835563354997,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
472,472,2020-03-19,031133223331_031133223330,031133223331,031133223330,242.22561652965732,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
473,473,2020-03-19,031133223331_031133223332,031133223331,031133223332,122.83207525912432,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
474,474,2020-03-19,031133223331_031133223333,031133223331,031133223333,217.39175994538644,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
475,475,2020-03-19,031133223331_031133232011,031133223331,031133232011,1.910296660328528,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
476,476,2020-03-19,031133223331_031133232013,031133223331,031133232013,3.4385339885913497,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
477,477,2020-03-19,031133223331_031133232022,031133223331,031133232022,2.1013263263613804,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
478,478,2020-03-19,031133223331_031133232023,031133223331,031133232023,5.53986031495273,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
479,479,2020-03-19,031133223331_031133232033,031133223331,031133232033,5.921919647018436,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
480,480,2020-03-19,031133223331_031133232100,031133223331,031133232100,4.393682318755614,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
481,481,2020-03-19,031133223331_031133232120,031133223331,031133232120,5.3488306489198765,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
482,482,2020-03-19,031133223331_031133232122,031133223331,031133232122,6.3039789790841425,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
483,483,2020-03-19,031133223331_031133232123,031133223331,031133232123,8.97839430354408,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
484,484,2020-03-19,031133223331_031133232200,031133223331,031133232200,34.95842888401206,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
485,485,2020-03-19,031133223331_031133232201,031133223331,031133232201,18.14781827312101,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
486,486,2020-03-19,031133223331_031133232202,031133223331,031133232202,99.52645600311632,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
487,487,2020-03-19,031133223331_031133232203,031133223331,031133232203,32.284013559552115,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
488,488,2020-03-19,031133223331_031133232210,031133223331,031133232210,49.66771316854172,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
489,489,2020-03-19,031133223331_031133232211,031133223331,031133232211,8.405305305445522,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
490,490,2020-03-19,031133223331_031133232212,031133223331,031133232212,4.584711984788466,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
491,491,2020-03-19,031133223331_031133232213,031133223331,031133232213,3.4385339885913497,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
492,492,2020-03-19,031133223331_031133232220,031133223331,031133232220,304.1192283243016,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
493,493,2020-03-19,031133223331_031133232221,031133223331,031133232221,86.1543793808166,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
494,494,2020-03-19,031133223331_031133232222,031133223331,031133232222,111.1792656311203,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
495,495,2020-03-19,031133223331_031133232223,031133223331,031133232223,58.6461074720858,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
496,496,2020-03-19,031133223331_031133232230,031133223331,031133232230,61.51155246257859,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
497,497,2020-03-19,031133223331_031133232231,031133223331,031133232231,11.843839294036872,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
498,498,2020-03-19,031133223331_031133232232,031133223331,031133232232,55.58963281556015,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
499,499,2020-03-19,031133223331_031133232233,031133223331,031133232233,20.05811493344954,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
500,500,2020-03-19,031133223331_031133232312,031133223331,031133232312,4.775741650821319,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
501,501,2020-03-19,031133223331_031133232313,031133223331,031133232313,2.6744153244599387,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
502,502,2020-03-19,031133223331_031133232321,031133223331,031133232321,3.8205933206570553,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
503,503,2020-03-19,031133223331_031133232322,031133223331,031133232322,2.6744153244599387,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
504,504,2020-03-19,031133223331_031133232330,031133223331,031133232330,1.910296660328528,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
505,505,2020-03-19,031133223331_031133232331,031133223331,031133232331,2.292355992394233,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
506,506,2020-03-19,031133223331_031133233021,031133223331,031133233021,1.910296660328528,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
507,507,2020-03-19,031133223331_031133233200,031133223331,031133233200,1.910296660328528,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
508,508,2020-03-19,031133223331_031133233211,031133223331,031133233211,13.945165620398251,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
509,509,2020-03-19,031133223331_031311001002,031133223331,031311001002,1.910296660328528,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
510,510,2020-03-19,031133223331_031311001010,031133223331,031311001010,4.011622986689908,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
511,511,2020-03-19,031133223331_031311001011,031133223331,031311001011,5.157800982887025,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
512,512,2020-03-19,031133223331_031311001012,031133223331,031311001012,3.0564746565256438,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
513,513,2020-03-19,031133223331_031311001021,031133223331,031311001021,7.450156975281257,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
514,514,2020-03-19,031133223331_031311001030,031133223331,031311001030,6.112949313051287,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
515,515,2020-03-19,031133223331_031311001031,031133223331,031311001031,3.0564746565256438,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
516,516,2020-03-19,031133223331_031311001033,031133223331,031311001033,4.393682318755614,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
517,517,2020-03-19,031133223331_031311001102,031133223331,031311001102,6.686038311149847,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
518,518,2020-03-19,031133223331_031311001110,031133223331,031311001110,15.282373282628221,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
519,519,2020-03-19,031133223331_031311001111,031133223331,031311001111,17.76575894105531,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
520,520,2020-03-19,031133223331_031311001120,031133223331,031311001120,2.6744153244599387,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
521,521,2020-03-19,031133223331_031311001122,031133223331,031311001122,20.82223359758095,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
522,522,2020-03-19,031133223331_031311001123,031133223331,031311001123,4.393682318755614,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
523,523,2020-03-19,031133223331_031311001132,031133223331,031311001132,3.247504322558497,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
524,524,2020-03-19,031133223331_031311001211,031133223331,031311001211,5.157800982887025,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
525,525,2020-03-19,031133223331_031311001213,031133223331,031311001213,3.6295636546242025,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
526,526,2020-03-19,031133223331_031311001231,031133223331,031311001231,9.551483301642637,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
527,527,2020-03-19,031133223331_031311001331,031133223331,031311001331,1.910296660328528,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
528,528,2020-03-19,031133223331_031311010000,031133223331,031311010000,71.06303576422124,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
529,529,2020-03-19,031133223331_031311010001,031133223331,031311010001,21.968411593778068,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
530,530,2020-03-19,031133223331_031311010003,031133223331,031311010003,2.1013263263613804,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
531,531,2020-03-19,031133223331_031311010010,031133223331,031311010010,24.45179725220516,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
532,532,2020-03-19,031133223331_031311010011,031133223331,031311010011,12.798987624201136,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
533,533,2020-03-19,031133223331_031311010012,031133223331,031311010012,5.157800982887025,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
534,534,2020-03-19,031133223331_031311010021,031133223331,031311010021,2.1013263263613804,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
535,535,2020-03-19,031133223331_031311010031,031133223331,031311010031,2.8654449904927914,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
536,536,2020-03-19,031133223331_031311010100,031133223331,031311010100,5.53986031495273,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
537,537,2020-03-19,031133223331_031311010102,031133223331,031311010102,2.292355992394233,637,031133223331,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
538,538,2020-03-19,031133223332_031133223303,031133223332,031133223303,7.7869450498232995,638,031133223332,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
539,539,2020-03-19,031133223332_031133223312,031133223332,031133223312,16.415721996924795,638,031133223332,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
540,540,2020-03-19,031133223332_031133223313,031133223332,031133223313,18.730759714439827,638,031133223332,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
541,541,2020-03-19,031133223332_031133223320,031133223332,031133223320,3.788243537751877,638,031133223332,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
542,542,2020-03-19,031133223332_031133223321,031133223332,031133223321,45.248464478702964,638,031133223332,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
543,543,2020-03-19,031133223332_031133223323,031133223332,031133223323,44.19617460710522,638,031133223332,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
544,544,2020-03-19,031133223332_031133223330,031133223332,031133223330,90.49692895740593,638,031133223332,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
545,545,2020-03-19,031133223332_031133223331,031133223332,031133223331,122.27608307965777,638,031133223332,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
546,546,2020-03-19,031133223332_031133223333,031133223332,031133223333,68.39884165385331,638,031133223332,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
547,547,2020-03-19,031133223332_031133232220,031133223332,031133232220,21.045797431954867,638,031133223332,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
548,548,2020-03-19,031133223332_031133232221,031133223332,031133232221,2.946411640473681,638,031133223332,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
549,549,2020-03-19,031133223332_031133232222,031133223332,031133232222,6.5241972039060085,638,031133223332,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
550,550,2020-03-19,031133223332_031133232223,031133223332,031133232223,3.3673275891127785,638,031133223332,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
551,551,2020-03-19,031133223332_031133232230,031133223332,031133232230,5.682365306627814,638,031133223332,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
552,552,2020-03-19,031133223332_031133232232,031133223332,031133232232,2.315037717515035,638,031133223332,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
553,553,2020-03-19,031133223332_031311001110,031133223332,031311001110,15.994806048285694,638,031133223332,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
554,554,2020-03-19,031133223332_031311001111,031133223332,031311001111,8.418318972781949,638,031133223332,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
555,555,2020-03-19,031133223332_031311001122,031133223332,031311001122,6.103281255266911,638,031133223332,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
556,556,2020-03-19,031133223332_031311010000,031133223332,031311010000,14.942516176687956,638,031133223332,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
557,557,2020-03-19,031133223333_031133223303,031133223333,031133223303,4.830884693790484,639,031133223333,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
558,558,2020-03-19,031133223333_031133223312,031133223333,031133223312,17.824298697778676,639,031133223333,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
559,559,2020-03-19,031133223333_031133223313,031133223333,031133223313,16.158476389575064,639,031133223333,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
560,560,2020-03-19,031133223333_031133223320,031133223333,031133223320,2.3321512314850605,639,031133223333,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
561,561,2020-03-19,031133223333_031133223321,031133223333,031133223321,18.657209851880484,639,031133223333,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
562,562,2020-03-19,031133223333_031133223323,031133223333,031133223323,3.997973539688674,639,031133223333,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
563,563,2020-03-19,031133223333_031133223330,031133223333,031133223330,43.144797782473624,639,031133223333,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
564,564,2020-03-19,031133223333_031133223331,031133223333,031133223331,178.40956920860714,639,031133223333,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
565,565,2020-03-19,031133223333_031133223332,031133223333,031133223332,54.63897170907856,639,031133223333,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
566,566,2020-03-19,031133223333_031133232202,031133223333,031133232202,5.497213617071928,639,031133223333,GBR,United Kingdom,GBR.3_1,Scotland,GBR.3.16_1,Glasgow,GBR.3.16.1_1,Glasgow
